'330000','浙江省','10',
'520000','贵州省','52',
'520100','贵州省贵阳市','5201',
'520101','贵州省贵阳市市辖区','520101',
'520102','贵州省贵阳市南明区','520102',
'520103','贵州省贵阳市云岩区','520103',
'520111','贵州省贵阳市花溪区','520111',
'520112','贵州省贵阳市乌当区','520112',
'520113','贵州省贵阳市白云区','520113',
'520115','贵州省贵阳市观山湖区','520115',
'520121','贵州省贵阳市开阳县','520121',
'520122','贵州省贵阳市息烽县','520122',
'520123','贵州省贵阳市修文县','520123',
'520181','贵州省贵阳市清镇市','520181',
'520200','贵州省六盘水市','5202',
'520201','贵州省六盘水市钟山区','520201',
'520203','贵州省六盘水市六枝特区','520203',
'520221','贵州省六盘水市水城县','520221',
'520222','贵州省六盘水市盘县','520222',
'520300','贵州省遵义市','5203',
'520301','贵州省遵义市市辖区','520301',
'520302','贵州省遵义市红花岗区','520302',
'520303','贵州省遵义市汇川区','520303',
'520321','贵州省遵义市遵义县','520321',
'520322','贵州省遵义市桐梓县','520322',
'520323','贵州省遵义市绥阳县','520323',
'520324','贵州省遵义市正安县','520324',
'520325','贵州省遵义市道真仡佬族苗族自治县','520325',
'520326','贵州省遵义市务川仡佬族苗族自治县','520326',
'520327','贵州省遵义市凤冈县','520327',
'520328','贵州省遵义市湄潭县','520328',
'520329','贵州省遵义市余庆县','520329',
'520330','贵州省遵义市习水县','520330',
'520381','贵州省遵义市赤水市','520381',
'520382','贵州省遵义市仁怀市','520382',
'520400','贵州省安顺市','5204',
'520401','贵州省安顺市市辖区','520401',
'520402','贵州省安顺市西秀区','520402',
'520421','贵州省安顺市平坝县','520421',
'520422','贵州省安顺市普定县','520422',
'520423','贵州省安顺市镇宁布依族苗族自治县','520423',
'520424','贵州省安顺市关岭布依族苗族自治县','520424',
'520425','贵州省安顺市紫云苗族布依族自治县','520425',
'520500','贵州省毕节市','5205',
'520501','贵州省毕节市市辖区','520501',
'520502','贵州省毕节市七星关区','520502',
'520521','贵州省毕节市大方县','520521',
'520522','贵州省毕节市黔西县','520522',
'520523','贵州省毕节市金沙县','520523',
'520524','贵州省毕节市织金县','520524',
'520525','贵州省毕节市纳雍县','520525',
'520526','贵州省毕节市威宁彝族回族苗族自治县','520526',
'520527','贵州省毕节市赫章县','520527',
'520600','贵州省铜仁市','5206',
'520601','贵州省铜仁市市辖区','520601',
'520602','贵州省铜仁市碧江区','520602',
'520603','贵州省铜仁市万山区','520603',
'520621','贵州省铜仁市江口县','520621',
'520622','贵州省铜仁市玉屏侗族自治县','520622',
'520623','贵州省铜仁市石阡县','520623',
'520624','贵州省铜仁市思南县','520624',
'520625','贵州省铜仁市印江土家族苗族自治县','520625',
'520626','贵州省铜仁市德江县','520626',
'520627','贵州省铜仁市沿河土家族自治县','520627',
'520628','贵州省铜仁市松桃苗族自治县','520628',
'522300','贵州省黔西南布依族苗族自治州','5223',
'522301','贵州省黔西南布依族苗族自治州兴义市','522301',
'522322','贵州省黔西南布依族苗族自治州兴仁县','522322',
'522323','贵州省黔西南布依族苗族自治州普安县','522323',
'522324','贵州省黔西南布依族苗族自治州晴隆县','522324',
'522325','贵州省黔西南布依族苗族自治州贞丰县','522325',
'522326','贵州省黔西南布依族苗族自治州望谟县','522326',
'522327','贵州省黔西南布依族苗族自治州册亨县','522327',
'522328','贵州省黔西南布依族苗族自治州安龙县','522328',
'522600','贵州省黔东南苗族侗族自治州','5226',
'522601','贵州省黔东南苗族侗族自治州凯里市','522601',
'522622','贵州省黔东南苗族侗族自治州黄平县','522622',
'522623','贵州省黔东南苗族侗族自治州施秉县','522623',
'522624','贵州省黔东南苗族侗族自治州三穗县','522624',
'522625','贵州省黔东南苗族侗族自治州镇远县','522625',
'522626','贵州省黔东南苗族侗族自治州岑巩县','522626',
'522627','贵州省黔东南苗族侗族自治州天柱县','522627',
'522628','贵州省黔东南苗族侗族自治州锦屏县','522628',
'522629','贵州省黔东南苗族侗族自治州剑河县','522629',
'522630','贵州省黔东南苗族侗族自治州台江县','522630',
'522631','贵州省黔东南苗族侗族自治州黎平县','522631',
'522632','贵州省黔东南苗族侗族自治州榕江县','522632',
'522633','贵州省黔东南苗族侗族自治州从江县','522633',
'522634','贵州省黔东南苗族侗族自治州雷山县','522634',
'522635','贵州省黔东南苗族侗族自治州麻江县','522635',
'522636','贵州省黔东南苗族侗族自治州丹寨县','522636',
'522700','贵州省黔南布依族苗族自治州','5227',
'522701','贵州省黔南布依族苗族自治州都匀市','522701',
'522702','贵州省黔南布依族苗族自治州福泉市','522702',
'522722','贵州省黔南布依族苗族自治州荔波县','522722',
'522723','贵州省黔南布依族苗族自治州贵定县','522723',
'522725','贵州省黔南布依族苗族自治州瓮安县','522725',
'522726','贵州省黔南布依族苗族自治州独山县','522726',
'522727','贵州省黔南布依族苗族自治州平塘县','522727',
'522728','贵州省黔南布依族苗族自治州罗甸县','522728',
'522729','贵州省黔南布依族苗族自治州长顺县','522729',
'522730','贵州省黔南布依族苗族自治州龙里县','522730',
'522731','贵州省黔南布依族苗族自治州惠水县','522731',
'522732','贵州省黔南布依族苗族自治州三都水族自治县','522732',
'530000','云南省','53',
'530100','云南省昆明市','5301',
'530101','云南省昆明市市辖区','530101',
'530102','云南省昆明市五华区','530102',
'530103','云南省昆明市盘龙区','530103',
'530111','云南省昆明市官渡区','530111',
'530112','云南省昆明市西山区','530112',
'530113','云南省昆明市东川区','530113',
'530121','云南省昆明市呈贡县','530121',
'530122','云南省昆明市晋宁县','530122',
'530124','云南省昆明市富民县','530124',
'530125','云南省昆明市宜良县','530125',
'530126','云南省昆明市石林彝族自治县','530126',
'530127','云南省昆明市嵩明县','530127',
'530128','云南省昆明市禄劝彝族苗族自治县','530128',
'530129','云南省昆明市寻甸回族彝族自治县','530129',
'530181','云南省昆明市安宁市','530181',
'530300','云南省曲靖市','5303',
'530301','云南省曲靖市市辖区','530301',
'530302','云南省曲靖市麒麟区','530302',
'530321','云南省曲靖市马龙县','530321',
'530322','云南省曲靖市陆良县','530322',
'530323','云南省曲靖市师宗县','530323',
'530324','云南省曲靖市罗平县','530324',
'530325','云南省曲靖市富源县','530325',
'530326','云南省曲靖市会泽县','530326',
'530328','云南省曲靖市沾益县','530328',
'530381','云南省曲靖市宣威市','530381',
'530400','云南省玉溪市','5304',
'530401','云南省玉溪市市辖区','530401',
'530402','云南省玉溪市红塔区','530402',
'530421','云南省玉溪市江川县','530421',
'530422','云南省玉溪市澄江县','530422',
'530423','云南省玉溪市通海县','530423',
'530424','云南省玉溪市华宁县','530424',
'530425','云南省玉溪市易门县','530425',
'530426','云南省玉溪市峨山彝族自治县','530426',
'530427','云南省玉溪市新平彝族傣族自治县','530427',
'530428','云南省玉溪市元江哈尼族彝族傣族自治县','530428',
'530500','云南省保山市','5305',
'530501','云南省保山市市辖区','530501',
'530502','云南省保山市隆阳区','530502',
'530521','云南省保山市施甸县','530521',
'530522','云南省保山市腾冲县','530522',
'530523','云南省保山市龙陵县','530523',
'530524','云南省保山市昌宁县','530524',
'530600','云南省昭通市','5306',
'530601','云南省昭通市市辖区','530601',
'530602','云南省昭通市昭阳区','530602',
'530621','云南省昭通市鲁甸县','530621',
'530622','云南省昭通市巧家县','530622',
'530623','云南省昭通市盐津县','530623',
'530624','云南省昭通市大关县','530624',
'530625','云南省昭通市永善县','530625',
'530626','云南省昭通市绥江县','530626',
'530627','云南省昭通市镇雄县','530627',
'530628','云南省昭通市彝良县','530628',
'530629','云南省昭通市威信县','530629',
'530630','云南省昭通市水富县','530630',
'530700','云南省丽江市','5307',
'530701','云南省丽江市市辖区','530701',
'530702','云南省丽江市古城区','530702',
'530721','云南省丽江市玉龙纳西族自治县','530721',
'530722','云南省丽江市永胜县','530722',
'530723','云南省丽江市华坪县','530723',
'530724','云南省丽江市宁蒗彝族自治县','530724',
'530800','云南省普洱市','5308',
'530801','云南省普洱市市辖区','530801',
'530802','云南省普洱市思茅区','530802',
'530821','云南省普洱市宁洱哈尼族彝族自治县','530821',
'530822','云南省普洱市墨江哈尼族自治县','530822',
'530823','云南省普洱市景东彝族自治县','530823',
'530824','云南省普洱市景谷傣族彝族自治县','530824',
'530825','云南省普洱市镇沅彝族哈尼族拉祜族自治县','530825',
'530826','云南省普洱市江城哈尼族彝族自治县','530826',
'530827','云南省普洱市孟连傣族拉祜族佤族自治县','530827',
'530828','云南省普洱市澜沧拉祜族自治县','530828',
'530829','云南省普洱市西盟佤族自治县','530829',
'530900','云南省临沧市','5309',
'530901','云南省临沧市市辖区','530901',
'530902','云南省临沧市临翔区','530902',
'530921','云南省临沧市凤庆县','530921',
'530922','云南省临沧市云县','530922',
'530923','云南省临沧市永德县','530923',
'530924','云南省临沧市镇康县','530924',
'530925','云南省临沧市双江拉祜族佤族布朗族傣族自治县','530925',
'530926','云南省临沧市耿马傣族佤族自治县','530926',
'530927','云南省临沧市沧源佤族自治县','530927',
'532300','云南省楚雄彝族自治州','5323',
'532301','云南省楚雄彝族自治州楚雄市','532301',
'532322','云南省楚雄彝族自治州双柏县','532322',
'532323','云南省楚雄彝族自治州牟定县','532323',
'532324','云南省楚雄彝族自治州南华县','532324',
'532325','云南省楚雄彝族自治州姚安县','532325',
'532326','云南省楚雄彝族自治州大姚县','532326',
'532327','云南省楚雄彝族自治州永仁县','532327',
'532328','云南省楚雄彝族自治州元谋县','532328',
'532329','云南省楚雄彝族自治州武定县','532329',
'532331','云南省楚雄彝族自治州禄丰县','532331',
'532500','云南省红河哈尼族彝族自治州','5325',
'532501','云南省红河哈尼族彝族自治州个旧市','532501',
'532502','云南省红河哈尼族彝族自治州开远市','532502',
'532503','云南省红河哈尼族彝族自治州蒙自市','532503',
'532504','云南省红河哈尼族彝族自治州弥勒市','532504',
'532523','云南省红河哈尼族彝族自治州屏边苗族自治县','532523',
'532524','云南省红河哈尼族彝族自治州建水县','532524',
'532525','云南省红河哈尼族彝族自治州石屏县','532525',
'532527','云南省红河哈尼族彝族自治州泸西县','532527',
'532528','云南省红河哈尼族彝族自治州元阳县','532528',
'532529','云南省红河哈尼族彝族自治州红河县','532529',
'532530','云南省红河哈尼族彝族自治州金平苗族瑶族傣族自治县','532530',
'532531','云南省红河哈尼族彝族自治州绿春县','532531',
'532532','云南省红河哈尼族彝族自治州河口瑶族自治县','532532',
'532600','云南省文山壮族苗族自治州','5326',
'532601','云南省文山壮族苗族自治州文山市','532601',
'532622','云南省文山壮族苗族自治州砚山县','532622',
'532623','云南省文山壮族苗族自治州西畴县','532623',
'532624','云南省文山壮族苗族自治州麻栗坡县','532624',
'532625','云南省文山壮族苗族自治州马关县','532625',
'532626','云南省文山壮族苗族自治州丘北县','532626',
'532627','云南省文山壮族苗族自治州广南县','532627',
'532628','云南省文山壮族苗族自治州富宁县','532628',
'532800','云南省西双版纳傣族自治州','5328',
'532801','云南省西双版纳傣族自治州景洪市','532801',
'532822','云南省西双版纳傣族自治州勐海县','532822',
'532823','云南省西双版纳傣族自治州勐腊县','532823',
'532900','云南省大理白族自治州','5329',
'532901','云南省大理白族自治州大理市','532901',
'532922','云南省大理白族自治州漾濞彝族自治县','532922',
'532923','云南省大理白族自治州祥云县','532923',
'532924','云南省大理白族自治州宾川县','532924',
'532925','云南省大理白族自治州弥渡县','532925',
'532926','云南省大理白族自治州南涧彝族自治县','532926',
'532927','云南省大理白族自治州巍山彝族回族自治县','532927',
'532928','云南省大理白族自治州永平县','532928',
'532929','云南省大理白族自治州云龙县','532929',
'532930','云南省大理白族自治州洱源县','532930',
'532931','云南省大理白族自治州剑川县','532931',
'532932','云南省大理白族自治州鹤庆县','532932',
'533100','云南省德宏傣族景颇族自治州','5331',
'533102','云南省德宏傣族景颇族自治州瑞丽市','533102',
'533103','云南省德宏傣族景颇族自治州芒市','533103',
'533122','云南省德宏傣族景颇族自治州梁河县','533122',
'533123','云南省德宏傣族景颇族自治州盈江县','533123',
'533124','云南省德宏傣族景颇族自治州陇川县','533124',
'533300','云南省怒江傈僳族自治州','5333',
'533321','云南省怒江傈僳族自治州泸水县','533321',
'533323','云南省怒江傈僳族自治州福贡县','533323',
'533324','云南省怒江傈僳族自治州贡山独龙族怒族自治县','533324',
'533325','云南省怒江傈僳族自治州兰坪白族普米族自治县','533325',
'533400','云南省迪庆藏族自治州','5334',
'533421','云南省迪庆藏族自治州香格里拉县','533421',
'533422','云南省迪庆藏族自治州德钦县','533422',
'533423','云南省迪庆藏族自治州维西傈僳族自治县','533423',
'540000','西藏自治区','54',
'540100','西藏自治区拉萨市','5401',
'540101','西藏自治区拉萨市市辖区','540101',
'540102','西藏自治区拉萨市城关区','540102',
'540121','西藏自治区拉萨市林周县','540121',
'540122','西藏自治区拉萨市当雄县','540122',
'540123','西藏自治区拉萨市尼木县','540123',
'540124','西藏自治区拉萨市曲水县','540124',
'540125','西藏自治区拉萨市堆龙德庆县','540125',
'540126','西藏自治区拉萨市达孜县','540126',
'540127','西藏自治区拉萨市墨竹工卡县','540127',
'540200','西藏自治区日喀则市','5402',
'540202','西藏自治区日喀则市桑珠孜区','540202',
'540221','西藏自治区日喀则市南木林县','540221',
'540222','西藏自治区日喀则市江孜县','540222',
'540223','西藏自治区日喀则市定日县','540223',
'540224','西藏自治区日喀则市萨迦县','540224',
'540225','西藏自治区日喀则市拉孜县','540225',
'540226','西藏自治区日喀则市昂仁县','540226',
'540227','西藏自治区日喀则市谢通门县','540227',
'540228','西藏自治区日喀则市白朗县','540228',
'540229','西藏自治区日喀则市仁布县','540229',
'540230','西藏自治区日喀则市康马县','540230',
'540231','西藏自治区日喀则市定结县','540231',
'540232','西藏自治区日喀则市仲巴县','540232',
'540233','西藏自治区日喀则市亚东县','540233',
'540234','西藏自治区日喀则市吉隆县','540234',
'540235','西藏自治区日喀则市聂拉木县','540235',
'540236','西藏自治区日喀则市萨嘎县','540236',
'540237','西藏自治区日喀则市岗巴县','540237',
'542100','西藏自治区昌都地区','5421',
'542121','西藏自治区昌都地区昌都县','542121',
'542122','西藏自治区昌都地区江达县','542122',
'542123','西藏自治区昌都地区贡觉县','542123',
'542124','西藏自治区昌都地区类乌齐县','542124',
'542125','西藏自治区昌都地区丁青县','542125',
'542126','西藏自治区昌都地区察雅县','542126',
'542127','西藏自治区昌都地区八宿县','542127',
'542128','西藏自治区昌都地区左贡县','542128',
'542129','西藏自治区昌都地区芒康县','542129',
'542132','西藏自治区昌都地区洛隆县','542132',
'542133','西藏自治区昌都地区边坝县','542133',
'542200','西藏自治区山南地区','5422',
'542221','西藏自治区山南地区乃东县','542221',
'542222','西藏自治区山南地区扎囊县','542222',
'542223','西藏自治区山南地区贡嘎县','542223',
'542224','西藏自治区山南地区桑日县','542224',
'542225','西藏自治区山南地区琼结县','542225',
'542226','西藏自治区山南地区曲松县','542226',
'542227','西藏自治区山南地区措美县','542227',
'542228','西藏自治区山南地区洛扎县','542228',
'542229','西藏自治区山南地区加查县','542229',
'542231','西藏自治区山南地区隆子县','542231',
'542232','西藏自治区山南地区错那县','542232',
'542233','西藏自治区山南地区浪卡子县','542233',
'542400','西藏自治区那曲地区','5424',
'542421','西藏自治区那曲地区那曲县','542421',
'542422','西藏自治区那曲地区嘉黎县','542422',
'542423','西藏自治区那曲地区比如县','542423',
'542424','西藏自治区那曲地区聂荣县','542424',
'542425','西藏自治区那曲地区安多县','542425',
'542426','西藏自治区那曲地区申扎县','542426',
'542427','西藏自治区那曲地区索县','542427',
'542428','西藏自治区那曲地区班戈县','542428',
'542429','西藏自治区那曲地区巴青县','542429',
'542430','西藏自治区那曲地区尼玛县','542430',
'542431','西藏自治区那曲地区双湖县','542431',
'542500','西藏自治区阿里地区','5425',
'542521','西藏自治区阿里地区普兰县','542521',
'542522','西藏自治区阿里地区札达县','542522',
'542523','西藏自治区阿里地区噶尔县','542523',
'542524','西藏自治区阿里地区日土县','542524',
'542525','西藏自治区阿里地区革吉县','542525',
'542526','西藏自治区阿里地区改则县','542526',
'542527','西藏自治区阿里地区措勤县','542527',
'542600','西藏自治区林芝地区','5426',
'542621','西藏自治区林芝地区林芝县','542621',
'542622','西藏自治区林芝地区工布江达县','542622',
'542623','西藏自治区林芝地区米林县','542623',
'542624','西藏自治区林芝地区墨脱县','542624',
'542625','西藏自治区林芝地区波密县','542625',
'542626','西藏自治区林芝地区察隅县','542626',
'542627','西藏自治区林芝地区朗县','542627',
'610000','陕西省','61',
'610100','陕西省西安市','6101',
'610101','陕西省西安市市辖区','610101',
'610102','陕西省西安市新城区','610102',
'610103','陕西省西安市碑林区','610103',
'610104','陕西省西安市莲湖区','610104',
'610111','陕西省西安市灞桥区','610111',
'610112','陕西省西安市未央区','610112',
'610113','陕西省西安市雁塔区','610113',
'610114','陕西省西安市阎良区','610114',
'610115','陕西省西安市临潼区','610115',
'610116','陕西省西安市长安区','610116',
'610122','陕西省西安市蓝田县','610122',
'610124','陕西省西安市周至县','610124',
'610125','陕西省西安市户县','610125',
'610126','陕西省西安市高陵县','610126',
'610200','陕西省铜川市','6102',
'610201','陕西省铜川市市辖区','610201',
'610202','陕西省铜川市王益区','610202',
'610203','陕西省铜川市印台区','610203',
'610204','陕西省铜川市耀州区','610204',
'610222','陕西省铜川市宜君县','610222',
'610300','陕西省宝鸡市','6103',
'610301','陕西省宝鸡市市辖区','610301',
'610302','陕西省宝鸡市渭滨区','610302',
'610303','陕西省宝鸡市金台区','610303',
'610304','陕西省宝鸡市陈仓区','610304',
'610322','陕西省宝鸡市凤翔县','610322',
'610323','陕西省宝鸡市岐山县','610323',
'610324','陕西省宝鸡市扶风县','610324',
'610326','陕西省宝鸡市眉县','610326',
'610327','陕西省宝鸡市陇县','610327',
'610328','陕西省宝鸡市千阳县','610328',
'610329','陕西省宝鸡市麟游县','610329',
'610330','陕西省宝鸡市凤县','610330',
'610331','陕西省宝鸡市太白县','610331',
'610400','陕西省咸阳市','6104',
'610401','陕西省咸阳市市辖区','610401',
'610402','陕西省咸阳市秦都区','610402',
'610403','陕西省咸阳市杨凌区','610403',
'610404','陕西省咸阳市渭城区','610404',
'610422','陕西省咸阳市三原县','610422',
'610423','陕西省咸阳市泾阳县','610423',
'610424','陕西省咸阳市乾县','610424',
'610425','陕西省咸阳市礼泉县','610425',
'610426','陕西省咸阳市永寿县','610426',
'610427','陕西省咸阳市彬县','610427',
'610428','陕西省咸阳市长武县','610428',
'610429','陕西省咸阳市旬邑县','610429',
'610430','陕西省咸阳市淳化县','610430',
'610431','陕西省咸阳市武功县','610431',
'610481','陕西省咸阳市兴平市','610481',
'610500','陕西省渭南市','6105',
'610501','陕西省渭南市市辖区','610501',
'610502','陕西省渭南市临渭区','610502',
'610521','陕西省渭南市华县','610521',
'610522','陕西省渭南市潼关县','610522',
'610523','陕西省渭南市大荔县','610523',
'610524','陕西省渭南市合阳县','610524',
'610525','陕西省渭南市澄城县','610525',
'610526','陕西省渭南市蒲城县','610526',
'610527','陕西省渭南市白水县','610527',
'610528','陕西省渭南市富平县','610528',
'610581','陕西省渭南市韩城市','610581',
'610582','陕西省渭南市华阴市','610582',
'610600','陕西省延安市','6106',
'610601','陕西省延安市市辖区','610601',
'610602','陕西省延安市宝塔区','610602',
'610621','陕西省延安市延长县','610621',
'610622','陕西省延安市延川县','610622',
'610623','陕西省延安市子长县','610623',
'610624','陕西省延安市安塞县','610624',
'610625','陕西省延安市志丹县','610625',
'610626','陕西省延安市吴起县','610626',
'610627','陕西省延安市甘泉县','610627',
'610628','陕西省延安市富县','610628',
'610629','陕西省延安市洛川县','610629',
'610630','陕西省延安市宜川县','610630',
'610631','陕西省延安市黄龙县','610631',
'610632','陕西省延安市黄陵县','610632',
'610700','陕西省汉中市','6107',
'610701','陕西省汉中市市辖区','610701',
'610702','陕西省汉中市汉台区','610702',
'610721','陕西省汉中市南郑县','610721',
'610722','陕西省汉中市城固县','610722',
'610723','陕西省汉中市洋县','610723',
'610724','陕西省汉中市西乡县','610724',
'610725','陕西省汉中市勉县','610725',
'610726','陕西省汉中市宁强县','610726',
'610727','陕西省汉中市略阳县','610727',
'610728','陕西省汉中市镇巴县','610728',
'610729','陕西省汉中市留坝县','610729',
'610730','陕西省汉中市佛坪县','610730',
'610800','陕西省榆林市','6108',
'610801','陕西省榆林市市辖区','610801',
'610802','陕西省榆林市榆阳区','610802',
'610821','陕西省榆林市神木县','610821',
'610822','陕西省榆林市府谷县','610822',
'610823','陕西省榆林市横山县','610823',
'610824','陕西省榆林市靖边县','610824',
'610825','陕西省榆林市定边县','610825',
'610826','陕西省榆林市绥德县','610826',
'610827','陕西省榆林市米脂县','610827',
'610828','陕西省榆林市佳县','610828',
'610829','陕西省榆林市吴堡县','610829',
'610830','陕西省榆林市清涧县','610830',
'610831','陕西省榆林市子洲县','610831',
'610900','陕西省安康市','6109',
'610901','陕西省安康市市辖区','610901',
'610902','陕西省安康市汉滨区','610902',
'610921','陕西省安康市汉阴县','610921',
'610922','陕西省安康市石泉县','610922',
'610923','陕西省安康市宁陕县','610923',
'610924','陕西省安康市紫阳县','610924',
'610925','陕西省安康市岚皋县','610925',
'610926','陕西省安康市平利县','610926',
'610927','陕西省安康市镇坪县','610927',
'610928','陕西省安康市旬阳县','610928',
'610929','陕西省安康市白河县','610929',
'611000','陕西省商洛市','6110',
'611001','陕西省商洛市市辖区','611001',
'611002','陕西省商洛市商州区','611002',
'611021','陕西省商洛市洛南县','611021',
'611022','陕西省商洛市丹凤县','611022',
'611023','陕西省商洛市商南县','611023',
'611024','陕西省商洛市山阳县','611024',
'611025','陕西省商洛市镇安县','611025',
'611026','陕西省商洛市柞水县','611026',
'620000','甘肃省','62',
'620100','甘肃省兰州市','6201',
'620101','甘肃省兰州市市辖区','620101',
'620102','甘肃省兰州市城关区','620102',
'620103','甘肃省兰州市七里河区','620103',
'620104','甘肃省兰州市西固区','620104',
'620105','甘肃省兰州市安宁区','620105',
'620111','甘肃省兰州市红古区','620111',
'620121','甘肃省兰州市永登县','620121',
'620122','甘肃省兰州市皋兰县','620122',
'620123','甘肃省兰州市榆中县','620123',
'620200','甘肃省嘉峪关市','6202',
'620201','甘肃省嘉峪关市市辖区','620201',
'620300','甘肃省金昌市','6203',
'620301','甘肃省金昌市市辖区','620301',
'620302','甘肃省金昌市金川区','620302',
'620321','甘肃省金昌市永昌县','620321',
'620400','甘肃省白银市','6204',
'620401','甘肃省白银市市辖区','620401',
'620402','甘肃省白银市白银区','620402',
'620403','甘肃省白银市平川区','620403',
'620421','甘肃省白银市靖远县','620421',
'620422','甘肃省白银市会宁县','620422',
'620423','甘肃省白银市景泰县','620423',
'620500','甘肃省天水市','6205',
'620501','甘肃省天水市市辖区','620501',
'620502','甘肃省天水市秦城区','620502',
'620503','甘肃省天水市麦积区','620503',
'620521','甘肃省天水市清水县','620521',
'620522','甘肃省天水市秦安县','620522',
'620523','甘肃省天水市甘谷县','620523',
'620524','甘肃省天水市武山县','620524',
'620525','甘肃省天水市张家川回族自治县','620525',
'620600','甘肃省武威市','6206',
'620601','甘肃省武威市市辖区','620601',
'620602','甘肃省武威市凉州区','620602',
'620621','甘肃省武威市民勤县','620621',
'620622','甘肃省武威市古浪县','620622',
'620623','甘肃省武威市天祝藏族自治县','620623',
'620700','甘肃省张掖市','6207',
'620701','甘肃省张掖市市辖区','620701',
'620702','甘肃省张掖市甘州区','620702',
'620721','甘肃省张掖市肃南裕固族自治县','620721',
'620722','甘肃省张掖市民乐县','620722',
'620723','甘肃省张掖市临泽县','620723',
'620724','甘肃省张掖市高台县','620724',
'620725','甘肃省张掖市山丹县','620725',
'620800','甘肃省平凉市','6208',
'620801','甘肃省平凉市市辖区','620801',
'620802','甘肃省平凉市崆峒区','620802',
'620821','甘肃省平凉市泾川县','620821',
'620822','甘肃省平凉市灵台县','620822',
'620823','甘肃省平凉市崇信县','620823',
'620824','甘肃省平凉市华亭县','620824',
'620825','甘肃省平凉市庄浪县','620825',
'620826','甘肃省平凉市静宁县','620826',
'620900','甘肃省酒泉市','6209',
'620901','甘肃省酒泉市市辖区','620901',
'620902','甘肃省酒泉市肃州区','620902',
'620921','甘肃省酒泉市金塔县','620921',
'620922','甘肃省酒泉市瓜州县','620922',
'620923','甘肃省酒泉市肃北蒙古族自治县','620923',
'620924','甘肃省酒泉市阿克塞哈萨克族自治县','620924',
'620981','甘肃省酒泉市玉门市','620981',
'620982','甘肃省酒泉市敦煌市','620982',
'621000','甘肃省庆阳市','6210',
'621001','甘肃省庆阳市市辖区','621001',
'621002','甘肃省庆阳市西峰区','621002',
'621021','甘肃省庆阳市庆城县','621021',
'621022','甘肃省庆阳市环县','621022',
'621023','甘肃省庆阳市华池县','621023',
'621024','甘肃省庆阳市合水县','621024',
'621025','甘肃省庆阳市正宁县','621025',
'621026','甘肃省庆阳市宁县','621026',
'621027','甘肃省庆阳市镇原县','621027',
'621100','甘肃省定西市','6211',
'621101','甘肃省定西市市辖区','621101',
'621102','甘肃省定西市安定区','621102',
'621121','甘肃省定西市通渭县','621121',
'621122','甘肃省定西市陇西县','621122',
'621123','甘肃省定西市渭源县','621123',
'621124','甘肃省定西市临洮县','621124',
'621125','甘肃省定西市漳县','621125',
'621126','甘肃省定西市岷县','621126',
'621200','甘肃省陇南市','6212',
'621201','甘肃省陇南市市辖区','621201',
'621202','甘肃省陇南市武都区','621202',
'621221','甘肃省陇南市成县','621221',
'621222','甘肃省陇南市文县','621222',
'621223','甘肃省陇南市宕昌县','621223',
'621224','甘肃省陇南市康县','621224',
'621225','甘肃省陇南市西和县','621225',
'621226','甘肃省陇南市礼县','621226',
'621227','甘肃省陇南市徽县','621227',
'621228','甘肃省陇南市两当县','621228',
'622900','甘肃省临夏回族自治州','6229',
'622901','甘肃省临夏回族自治州临夏市','622901',
'622921','甘肃省临夏回族自治州临夏县','622921',
'622922','甘肃省临夏回族自治州康乐县','622922',
'622923','甘肃省临夏回族自治州永靖县','622923',
'622924','甘肃省临夏回族自治州广河县','622924',
'622925','甘肃省临夏回族自治州和政县','622925',
'622926','甘肃省临夏回族自治州东乡族自治县','622926',
'622927','甘肃省临夏回族自治州积石山保安族东乡族撒拉族自治县','622927',
'623000','甘肃省甘南藏族自治州','6230',
'623001','甘肃省甘南藏族自治州合作市','623001',
'623021','甘肃省甘南藏族自治州临潭县','623021',
'623022','甘肃省甘南藏族自治州卓尼县','623022',
'623023','甘肃省甘南藏族自治州舟曲县','623023',
'623024','甘肃省甘南藏族自治州迭部县','623024',
'623025','甘肃省甘南藏族自治州玛曲县','623025',
'623026','甘肃省甘南藏族自治州碌曲县','623026',
'623027','甘肃省甘南藏族自治州夏河县','623027',
'630000','青海省','63',
'630100','青海省西宁市','6301',
'630101','青海省西宁市市辖区','630101',
'630102','青海省西宁市城东区','630102',
'630103','青海省西宁市城中区','630103',
'630104','青海省西宁市城西区','630104',
'630105','青海省西宁市城北区','630105',
'630121','青海省西宁市大通回族土族自治县','630121',
'630122','青海省西宁市湟中县','630122',
'630123','青海省西宁市湟源县','630123',
'630200','青海省海东市','6302',
'630202','青海省海东市乐都区','630202',
'630221','青海省海东市平安县','630221',
'630222','青海省海东市民和回族土族自治县','630222',
'630223','青海省海东市互助土族自治县','630223',
'630224','青海省海东市化隆回族自治县','630224',
'630225','青海省海东市循化撒拉族自治县','630225',
'632200','青海省海北藏族自治州','6322',
'632221','青海省海北藏族自治州门源回族自治县','632221',
'632222','青海省海北藏族自治州祁连县','632222',
'632223','青海省海北藏族自治州海晏县','632223',
'632224','青海省海北藏族自治州刚察县','632224',
'632300','青海省黄南藏族自治州','6323',
'632321','青海省黄南藏族自治州同仁县','632321',
'632322','青海省黄南藏族自治州尖扎县','632322',
'632323','青海省黄南藏族自治州泽库县','632323',
'632324','青海省黄南藏族自治州河南蒙古族自治县','632324',
'632500','青海省海南藏族自治州','6325',
